user_id,tier,usage_rate,condition,copay_usd,min_spend_usd,voucher_count,ordered,profit
56,30-69,0.5819,s9_m249_c3,9.0,249.0,3,0,0.0
57,30-69,0.5123,s0_m299_c3,0.0,299.0,3,1,1.2422
58,0-29,0.0903,s19_m199_c1,19.0,199.0,1,0,0.0
59,0-29,0.0972,s0_m199_c1,0.0,199.0,1,0,0.0
60,70-79,0.7232,no_voucher,0.0,0.0,0,0,0.0
61,30-69,0.3141,s0_m199_c1,0.0,199.0,1,0,0.0
62,30-69,0.6575,s0_m199_c1,0.0,199.0,1,0,0.0
63,80-89,0.8233,no_voucher,0.0,0.0,0,0,0.0
64,70-79,0.7115,s0_m199_c1,0.0,199.0,1,1,1.0983
65,30-69,0.3393,s19_m199_c3,19.0,199.0,3,0,0.0
66,30-69,0.3739,s19_m199_c3,19.0,199.0,3,0,0.0
67,0-29,0.1154,s19_m199_c1,19.0,199.0,1,0,0.0
68,0-29,0.0862,s19_m199_c3,19.0,199.0,3,0,0.0
69,30-69,0.6446,s19_m199_c3,19.0,199.0,3,0,0.0
70,0-29,0.212,s0_m249_c3,0.0,249.0,3,0,0.0
71,0-29,0.0649,s9_m249_c3,9.0,249.0,3,0,0.0
72,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
73,0-29,0.2094,s0_m199_c1,0.0,199.0,1,0,0.0
74,0-29,0.0615,s9_m249_c3,9.0,249.0,3,0,0.0
75,0-29,0.2793,no_voucher,0.0,0.0,0,0,0.0
76,0-29,0.1512,no_voucher,0.0,0.0,0,0,0.0
77,70-79,0.7411,s0_m299_c3,0.0,299.0,3,0,0.0
78,30-69,0.5401,s19_m199_c3,19.0,199.0,3,0,0.0
79,90-99,0.9545,s0_m199_c1,0.0,199.0,1,0,0.0
80,70-79,0.7214,s0_m199_c1,0.0,199.0,1,0,0.0
81,0-29,0.1165,s19_m199_c1,19.0,199.0,1,0,0.0
82,100,1.0,s0_m249_c3,0.0,249.0,3,0,0.0
83,0-29,0.1161,s0_m249_c3,0.0,249.0,3,0,0.0
84,0-29,0.157,s9_m249_c3,9.0,249.0,3,0,0.0
85,0-29,0.2044,no_voucher,0.0,0.0,0,0,0.0
86,80-89,0.8624,s0_m199_c1,0.0,199.0,1,0,0.0
87,30-69,0.4334,no_voucher,0.0,0.0,0,0,0.0
88,0-29,0.0758,s0_m299_c3,0.0,299.0,3,0,0.0
89,30-69,0.5298,s9_m249_c3,9.0,249.0,3,0,0.0
90,0-29,0.2169,s0_m199_c1,0.0,199.0,1,0,0.0
91,80-89,0.8031,s9_m249_c3,9.0,249.0,3,0,0.0
92,30-69,0.3501,s0_m299_c3,0.0,299.0,3,0,0.0
93,0-29,0.0802,s0_m299_c3,0.0,299.0,3,0,0.0
94,0-29,0.2057,s9_m249_c3,9.0,249.0,3,0,0.0
95,70-79,0.7142,s19_m199_c3,19.0,199.0,3,0,0.0
96,0-29,0.0152,s19_m199_c1,19.0,199.0,1,1,1.2211
97,0-29,0.1443,s0_m199_c1,0.0,199.0,1,0,0.0
98,0-29,0.0618,s0_m249_c3,0.0,249.0,3,0,0.0
99,100,1.0,s0_m249_c3,0.0,249.0,3,0,0.0
100,100,1.0,s0_m199_c1,0.0,199.0,1,0,0.0
101,80-89,0.8493,s0_m299_c3,0.0,299.0,3,0,0.0
102,0-29,0.2275,s19_m199_c3,19.0,199.0,3,0,0.0
103,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
104,90-99,0.9378,no_voucher,0.0,0.0,0,0,0.0
105,80-89,0.818,no_voucher,0.0,0.0,0,0,0.0
106,30-69,0.5262,s9_m249_c3,9.0,249.0,3,1,1.1987
107,0-29,0.0147,s19_m199_c3,19.0,199.0,3,0,0.0
108,0-29,0.1384,s0_m299_c3,0.0,299.0,3,0,0.0
109,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
110,30-69,0.5831,s0_m299_c3,0.0,299.0,3,0,0.0
111,0-29,0.2737,s0_m199_c1,0.0,199.0,1,0,0.0
112,0-29,0.1541,no_voucher,0.0,0.0,0,0,0.0
113,30-69,0.5957,s0_m249_c3,0.0,249.0,3,0,0.0
114,0-29,0.0891,s19_m199_c3,19.0,199.0,3,0,0.0
115,100,1.0,s9_m249_c3,9.0,249.0,3,1,0.6348
116,80-89,0.8089,no_voucher,0.0,0.0,0,0,0.0
117,80-89,0.8134,s19_m199_c3,19.0,199.0,3,1,0.8133
118,30-69,0.5516,s0_m299_c3,0.0,299.0,3,0,0.0
119,70-79,0.7041,s9_m249_c3,9.0,249.0,3,0,0.0
120,30-69,0.4379,s0_m199_c1,0.0,199.0,1,0,0.0
121,70-79,0.7306,s19_m199_c3,19.0,199.0,3,0,0.0
122,0-29,0.2366,s0_m199_c1,0.0,199.0,1,0,0.0
123,0-29,0.2085,s0_m199_c1,0.0,199.0,1,0,0.0
124,0-29,0.0003,s0_m249_c3,0.0,249.0,3,0,0.0
125,30-69,0.6645,no_voucher,0.0,0.0,0,0,0.0
126,0-29,0.0088,s19_m199_c3,19.0,199.0,3,0,0.0
127,0-29,0.0403,s19_m199_c3,19.0,199.0,3,0,0.0
128,0-29,0.1044,no_voucher,0.0,0.0,0,0,0.0
129,30-69,0.3577,s0_m299_c3,0.0,299.0,3,0,0.0
130,0-29,0.0763,s0_m299_c3,0.0,299.0,3,0,0.0
131,100,1.0,s0_m249_c3,0.0,249.0,3,0,0.0
132,30-69,0.6744,s0_m199_c1,0.0,199.0,1,0,0.0
133,0-29,0.0199,s0_m199_c1,0.0,199.0,1,0,0.0
134,30-69,0.3905,s0_m199_c1,0.0,199.0,1,0,0.0
135,0-29,0.1122,s0_m249_c3,0.0,249.0,3,0,0.0
136,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
137,30-69,0.5002,s0_m299_c3,0.0,299.0,3,0,0.0
138,90-99,0.9065,no_voucher,0.0,0.0,0,0,0.0
139,0-29,0.03,no_voucher,0.0,0.0,0,0,0.0
140,30-69,0.4486,s19_m199_c3,19.0,199.0,3,1,0.5555
141,30-69,0.5729,s0_m249_c3,0.0,249.0,3,0,0.0
142,100,1.0,s0_m199_c1,0.0,199.0,1,0,0.0
143,30-69,0.5813,s0_m199_c1,0.0,199.0,1,0,0.0
144,30-69,0.6215,s0_m249_c3,0.0,249.0,3,0,0.0
145,0-29,0.2042,s0_m299_c3,0.0,299.0,3,0,0.0
146,0-29,0.1752,s0_m299_c3,0.0,299.0,3,0,0.0
147,30-69,0.594,no_voucher,0.0,0.0,0,0,0.0
148,30-69,0.6676,s9_m249_c3,9.0,249.0,3,0,0.0
149,0-29,0.1119,no_voucher,0.0,0.0,0,0,0.0
150,100,1.0,s0_m199_c1,0.0,199.0,1,0,0.0
151,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
152,0-29,0.0889,s0_m249_c3,0.0,249.0,3,0,0.0
153,30-69,0.3905,s0_m249_c3,0.0,249.0,3,0,0.0
154,0-29,0.0727,no_voucher,0.0,0.0,0,0,0.0
155,70-79,0.7741,s0_m299_c3,0.0,299.0,3,0,0.0
156,0-29,0.0355,no_voucher,0.0,0.0,0,0,0.0
157,70-79,0.7189,s0_m249_c3,0.0,249.0,3,0,0.0
158,80-89,0.8534,s0_m249_c3,0.0,249.0,3,0,0.0
159,90-99,0.9074,s0_m299_c3,0.0,299.0,3,0,0.0
160,0-29,0.0921,no_voucher,0.0,0.0,0,0,0.0
161,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
162,0-29,0.0206,s19_m199_c3,19.0,199.0,3,0,0.0
163,0-29,0.1401,s9_m249_c3,9.0,249.0,3,0,0.0
164,30-69,0.3211,s0_m249_c3,0.0,249.0,3,0,0.0
165,0-29,0.2777,no_voucher,0.0,0.0,0,0,0.0
166,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
167,100,1.0,s0_m249_c3,0.0,249.0,3,0,0.0
168,0-29,0.2364,s9_m249_c3,9.0,249.0,3,0,0.0
169,100,1.0,s19_m199_c3,19.0,199.0,3,0,0.0
170,0-29,0.2737,s19_m199_c3,19.0,199.0,3,0,0.0
171,30-69,0.6445,s19_m199_c3,19.0,199.0,3,0,0.0
172,0-29,0.0786,s0_m199_c1,0.0,199.0,1,0,0.0
173,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
174,0-29,0.1211,s0_m249_c3,0.0,249.0,3,0,0.0
175,0-29,0.2118,s19_m199_c3,19.0,199.0,3,0,0.0
176,30-69,0.5787,s9_m249_c3,9.0,249.0,3,0,0.0
177,100,1.0,s0_m299_c3,0.0,299.0,3,0,0.0
178,100,1.0,s0_m299_c3,0.0,299.0,3,0,0.0
179,80-89,0.8377,s0_m299_c3,0.0,299.0,3,0,0.0
180,100,1.0,s19_m199_c3,19.0,199.0,3,0,0.0
181,100,1.0,s19_m199_c3,19.0,199.0,3,0,0.0
182,30-69,0.3789,s0_m199_c1,0.0,199.0,1,0,0.0
183,0-29,0.0968,no_voucher,0.0,0.0,0,0,0.0
184,90-99,0.9061,s0_m249_c3,0.0,249.0,3,0,0.0
185,70-79,0.7067,s9_m249_c3,9.0,249.0,3,0,0.0
186,0-29,0.0374,s19_m199_c3,19.0,199.0,3,0,0.0
187,0-29,0.1485,no_voucher,0.0,0.0,0,0,0.0
188,80-89,0.814,s0_m249_c3,0.0,249.0,3,0,0.0
189,0-29,0.2778,s19_m199_c1,19.0,199.0,1,0,0.0
190,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
191,0-29,0.2229,s0_m249_c3,0.0,249.0,3,0,0.0
192,0-29,0.0863,s19_m199_c3,19.0,199.0,3,0,0.0
193,100,1.0,s0_m249_c3,0.0,249.0,3,0,0.0
194,0-29,0.0859,s0_m199_c1,0.0,199.0,1,1,1.6525
195,0-29,0.0099,no_voucher,0.0,0.0,0,0,0.0
196,30-69,0.4838,s0_m299_c3,0.0,299.0,3,0,0.0
197,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
198,0-29,0.1983,s0_m249_c3,0.0,249.0,3,0,0.0
199,0-29,0.0107,s9_m249_c3,9.0,249.0,3,0,0.0
200,90-99,0.9695,s19_m199_c1,19.0,199.0,1,0,0.0
201,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
202,30-69,0.5202,s0_m199_c1,0.0,199.0,1,0,0.0
203,0-29,0.1431,s9_m249_c3,9.0,249.0,3,0,0.0
204,0-29,0.2502,s19_m199_c3,19.0,199.0,3,0,0.0
205,0-29,0.1803,s0_m249_c3,0.0,249.0,3,0,0.0
206,0-29,0.169,s0_m249_c3,0.0,249.0,3,1,2.8916
207,70-79,0.7833,s9_m249_c3,9.0,249.0,3,0,0.0
208,0-29,0.0389,s0_m299_c3,0.0,299.0,3,1,2.0865
209,30-69,0.3577,s19_m199_c1,19.0,199.0,1,0,0.0
210,80-89,0.8452,s19_m199_c1,19.0,199.0,1,0,0.0
211,30-69,0.6195,s0_m249_c3,0.0,249.0,3,0,0.0
212,0-29,0.0287,s9_m249_c3,9.0,249.0,3,0,0.0
213,100,1.0,s0_m299_c3,0.0,299.0,3,0,0.0
214,80-89,0.8865,s0_m249_c3,0.0,249.0,3,0,0.0
215,80-89,0.8161,s9_m249_c3,9.0,249.0,3,0,0.0
216,0-29,0.1489,s19_m199_c1,19.0,199.0,1,0,0.0
217,0-29,0.2797,no_voucher,0.0,0.0,0,0,0.0
218,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
219,0-29,0.0964,s19_m199_c1,19.0,199.0,1,0,0.0
220,0-29,0.1247,s19_m199_c1,19.0,199.0,1,0,0.0
221,30-69,0.5872,s0_m249_c3,0.0,249.0,3,0,0.0
222,70-79,0.7748,s19_m199_c1,19.0,199.0,1,0,0.0
223,100,1.0,s0_m199_c1,0.0,199.0,1,0,0.0
224,0-29,0.1008,s19_m199_c1,19.0,199.0,1,0,0.0
225,100,1.0,no_voucher,0.0,0.0,0,0,0.0
226,0-29,0.0777,s9_m249_c3,9.0,249.0,3,0,0.0
227,30-69,0.5708,s0_m249_c3,0.0,249.0,3,0,0.0
228,70-79,0.726,s19_m199_c1,19.0,199.0,1,0,0.0
229,0-29,0.0502,s19_m199_c3,19.0,199.0,3,0,0.0
230,0-29,0.1704,no_voucher,0.0,0.0,0,0,0.0
231,30-69,0.4808,s19_m199_c3,19.0,199.0,3,0,0.0
232,100,1.0,s0_m199_c1,0.0,199.0,1,0,0.0
233,30-69,0.4251,no_voucher,0.0,0.0,0,0,0.0
234,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
235,100,1.0,s0_m199_c1,0.0,199.0,1,0,0.0
236,30-69,0.5705,s19_m199_c3,19.0,199.0,3,0,0.0
237,90-99,0.9459,no_voucher,0.0,0.0,0,1,0.2932
238,0-29,0.0098,s19_m199_c1,19.0,199.0,1,0,0.0
239,0-29,0.1395,s19_m199_c3,19.0,199.0,3,0,0.0
240,100,1.0,no_voucher,0.0,0.0,0,0,0.0
241,90-99,0.9219,s0_m299_c3,0.0,299.0,3,0,0.0
242,0-29,0.106,s19_m199_c3,19.0,199.0,3,0,0.0
243,30-69,0.4916,s19_m199_c1,19.0,199.0,1,1,2.1195
244,70-79,0.7215,s19_m199_c3,19.0,199.0,3,0,0.0
245,100,1.0,s19_m199_c3,19.0,199.0,3,0,0.0
246,70-79,0.7854,s9_m249_c3,9.0,249.0,3,0,0.0
247,0-29,0.0548,s19_m199_c3,19.0,199.0,3,0,0.0
248,0-29,0.1598,s0_m299_c3,0.0,299.0,3,0,0.0
249,30-69,0.6136,s19_m199_c3,19.0,199.0,3,0,0.0
250,70-79,0.7748,s19_m199_c3,19.0,199.0,3,0,0.0
251,100,1.0,s0_m249_c3,0.0,249.0,3,0,0.0
252,30-69,0.4951,s19_m199_c3,19.0,199.0,3,0,0.0
253,0-29,0.1235,s0_m199_c1,0.0,199.0,1,0,0.0
254,0-29,0.007,s0_m199_c1,0.0,199.0,1,1,1.5714
255,80-89,0.849,s9_m249_c3,9.0,249.0,3,0,0.0
256,100,1.0,s0_m299_c3,0.0,299.0,3,0,0.0
257,0-29,0.1716,s9_m249_c3,9.0,249.0,3,0,0.0
258,0-29,0.086,s0_m249_c3,0.0,249.0,3,0,0.0
259,30-69,0.6366,s0_m249_c3,0.0,249.0,3,0,0.0
260,0-29,0.1665,no_voucher,0.0,0.0,0,0,0.0
261,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
262,0-29,0.235,s0_m199_c1,0.0,199.0,1,0,0.0
263,0-29,0.0189,s19_m199_c3,19.0,199.0,3,0,0.0
264,100,1.0,s0_m199_c1,0.0,199.0,1,0,0.0
265,0-29,0.1736,s0_m299_c3,0.0,299.0,3,0,0.0
266,0-29,0.0681,s0_m299_c3,0.0,299.0,3,0,0.0
267,0-29,0.122,s19_m199_c3,19.0,199.0,3,0,0.0
268,0-29,0.0421,s0_m249_c3,0.0,249.0,3,0,0.0
269,0-29,0.2301,s0_m249_c3,0.0,249.0,3,0,0.0
270,0-29,0.0134,s0_m299_c3,0.0,299.0,3,0,0.0
271,0-29,0.0626,no_voucher,0.0,0.0,0,0,0.0
272,0-29,0.1962,s0_m249_c3,0.0,249.0,3,0,0.0
273,30-69,0.4941,s0_m249_c3,0.0,249.0,3,0,0.0
274,70-79,0.7385,s0_m249_c3,0.0,249.0,3,0,0.0
275,0-29,0.1977,s0_m249_c3,0.0,249.0,3,0,0.0
276,0-29,0.2393,s0_m299_c3,0.0,299.0,3,0,0.0
277,30-69,0.4295,s19_m199_c3,19.0,199.0,3,0,0.0
278,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
279,100,1.0,s0_m249_c3,0.0,249.0,3,0,0.0
280,0-29,0.2596,s0_m199_c1,0.0,199.0,1,0,0.0
281,0-29,0.07,s0_m249_c3,0.0,249.0,3,0,0.0
282,0-29,0.2696,s9_m249_c3,9.0,249.0,3,0,0.0
283,0-29,0.2385,s0_m299_c3,0.0,299.0,3,0,0.0
284,30-69,0.3726,s0_m199_c1,0.0,199.0,1,0,0.0
285,0-29,0.1989,s0_m299_c3,0.0,299.0,3,0,0.0
286,0-29,0.0531,s9_m249_c3,9.0,249.0,3,1,1.3399
287,0-29,0.2115,s19_m199_c1,19.0,199.0,1,0,0.0
288,30-69,0.5716,s19_m199_c3,19.0,199.0,3,0,0.0
289,0-29,0.225,s0_m199_c1,0.0,199.0,1,0,0.0
290,100,1.0,s0_m299_c3,0.0,299.0,3,0,0.0
291,0-29,0.2048,s19_m199_c1,19.0,199.0,1,1,2.5643
292,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
293,0-29,0.0614,s0_m249_c3,0.0,249.0,3,0,0.0
294,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
295,100,1.0,s0_m199_c1,0.0,199.0,1,0,0.0
296,100,1.0,s0_m249_c3,0.0,249.0,3,0,0.0
297,90-99,0.9146,s19_m199_c1,19.0,199.0,1,0,0.0
298,90-99,0.9457,s0_m199_c1,0.0,199.0,1,0,0.0
299,70-79,0.7301,s0_m299_c3,0.0,299.0,3,0,0.0
300,90-99,0.944,no_voucher,0.0,0.0,0,0,0.0
301,0-29,0.1339,s0_m249_c3,0.0,249.0,3,0,0.0
302,30-69,0.4232,s9_m249_c3,9.0,249.0,3,0,0.0
303,30-69,0.4972,s0_m199_c1,0.0,199.0,1,0,0.0
304,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
305,30-69,0.5188,s19_m199_c3,19.0,199.0,3,0,0.0
306,0-29,0.1801,no_voucher,0.0,0.0,0,0,0.0
307,70-79,0.7436,s19_m199_c1,19.0,199.0,1,0,0.0
308,0-29,0.0295,s9_m249_c3,9.0,249.0,3,0,0.0
309,0-29,0.2004,no_voucher,0.0,0.0,0,0,0.0
310,30-69,0.3789,s19_m199_c1,19.0,199.0,1,0,0.0
311,30-69,0.4506,no_voucher,0.0,0.0,0,0,0.0
312,0-29,0.0193,s0_m249_c3,0.0,249.0,3,0,0.0
313,0-29,0.1349,s19_m199_c3,19.0,199.0,3,0,0.0
314,0-29,0.1606,s19_m199_c3,19.0,199.0,3,0,0.0
315,0-29,0.2079,s0_m199_c1,0.0,199.0,1,0,0.0
316,0-29,0.287,s19_m199_c1,19.0,199.0,1,0,0.0
317,70-79,0.7034,s0_m249_c3,0.0,249.0,3,0,0.0
318,0-29,0.1381,s19_m199_c1,19.0,199.0,1,0,0.0
319,100,1.0,no_voucher,0.0,0.0,0,0,0.0
320,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
321,30-69,0.3053,s0_m199_c1,0.0,199.0,1,0,0.0
322,0-29,0.1294,s19_m199_c3,19.0,199.0,3,0,0.0
323,30-69,0.386,s19_m199_c3,19.0,199.0,3,0,0.0
324,100,1.0,s0_m199_c1,0.0,199.0,1,0,0.0
325,70-79,0.7238,no_voucher,0.0,0.0,0,1,1.287
326,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
327,30-69,0.5525,s19_m199_c1,19.0,199.0,1,1,1.4829
328,70-79,0.7047,s0_m199_c1,0.0,199.0,1,0,0.0
329,0-29,0.1034,s0_m199_c1,0.0,199.0,1,1,2.4407
330,80-89,0.8534,s19_m199_c1,19.0,199.0,1,0,0.0
331,0-29,0.19,s19_m199_c1,19.0,199.0,1,0,0.0
332,80-89,0.8733,s9_m249_c3,9.0,249.0,3,0,0.0
333,100,1.0,s0_m299_c3,0.0,299.0,3,1,0.84
334,0-29,0.2254,s0_m299_c3,0.0,299.0,3,0,0.0
335,70-79,0.7669,s0_m249_c3,0.0,249.0,3,1,1.1515
336,0-29,0.2345,s9_m249_c3,9.0,249.0,3,0,0.0
337,80-89,0.8343,s9_m249_c3,9.0,249.0,3,0,0.0
338,0-29,0.02,s0_m249_c3,0.0,249.0,3,0,0.0
339,100,1.0,no_voucher,0.0,0.0,0,0,0.0
340,0-29,0.0513,s0_m249_c3,0.0,249.0,3,0,0.0
341,100,1.0,s0_m249_c3,0.0,249.0,3,0,0.0
342,90-99,0.9047,no_voucher,0.0,0.0,0,0,0.0
343,30-69,0.369,s0_m299_c3,0.0,299.0,3,1,1.4453
344,90-99,0.9684,s0_m199_c1,0.0,199.0,1,0,0.0
345,90-99,0.9049,s19_m199_c3,19.0,199.0,3,0,0.0
346,100,1.0,s0_m299_c3,0.0,299.0,3,0,0.0
347,0-29,0.1771,s0_m199_c1,0.0,199.0,1,0,0.0
348,30-69,0.3624,s0_m249_c3,0.0,249.0,3,0,0.0
349,0-29,0.118,s0_m249_c3,0.0,249.0,3,0,0.0
350,70-79,0.7773,s19_m199_c3,19.0,199.0,3,0,0.0
351,0-29,0.1997,s0_m199_c1,0.0,199.0,1,1,1.7391
352,30-69,0.5038,s19_m199_c1,19.0,199.0,1,0,0.0
353,30-69,0.3218,s19_m199_c1,19.0,199.0,1,0,0.0
354,30-69,0.5443,s0_m199_c1,0.0,199.0,1,0,0.0
355,30-69,0.4484,s19_m199_c1,19.0,199.0,1,0,0.0
356,80-89,0.8168,s19_m199_c1,19.0,199.0,1,0,0.0
357,90-99,0.9361,s19_m199_c3,19.0,199.0,3,1,0.242
358,30-69,0.4239,no_voucher,0.0,0.0,0,0,0.0
359,30-69,0.3781,s0_m299_c3,0.0,299.0,3,0,0.0
360,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
361,0-29,0.2005,s19_m199_c1,19.0,199.0,1,0,0.0
362,0-29,0.1744,s0_m199_c1,0.0,199.0,1,0,0.0
363,0-29,0.0115,s9_m249_c3,9.0,249.0,3,0,0.0
364,70-79,0.7101,s0_m299_c3,0.0,299.0,3,0,0.0
365,30-69,0.6603,no_voucher,0.0,0.0,0,0,0.0
366,90-99,0.9388,s0_m299_c3,0.0,299.0,3,0,0.0
367,70-79,0.7442,s0_m199_c1,0.0,199.0,1,1,0.7405
368,0-29,0.1708,s19_m199_c1,19.0,199.0,1,0,0.0
369,100,1.0,s0_m299_c3,0.0,299.0,3,0,0.0
370,80-89,0.8613,s19_m199_c3,19.0,199.0,3,0,0.0
371,0-29,0.2099,s0_m299_c3,0.0,299.0,3,0,0.0
372,0-29,0.0756,s19_m199_c1,19.0,199.0,1,1,1.9415
373,0-29,0.0917,s0_m299_c3,0.0,299.0,3,0,0.0
374,0-29,0.2659,s9_m249_c3,9.0,249.0,3,0,0.0
375,0-29,0.0731,no_voucher,0.0,0.0,0,0,0.0
376,100,1.0,s9_m249_c3,9.0,249.0,3,0,0.0
377,30-69,0.425,s0_m299_c3,0.0,299.0,3,0,0.0
378,0-29,0.2427,s0_m299_c3,0.0,299.0,3,0,0.0
379,80-89,0.8366,s0_m199_c1,0.0,199.0,1,0,0.0
380,30-69,0.4384,s0_m299_c3,0.0,299.0,3,0,0.0
381,100,1.0,no_voucher,0.0,0.0,0,0,0.0
382,90-99,0.9727,s0_m299_c3,0.0,299.0,3,0,0.0
383,30-69,0.6438,s19_m199_c3,19.0,199.0,3,0,0.0
384,0-29,0.0335,s19_m199_c3,19.0,199.0,3,0,0.0
385,100,1.0,no_voucher,0.0,0.0,0,0,0.0
386,80-89,0.8345,s19_m199_c1,19.0,199.0,1,0,0.0
387,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
388,0-29,0.2669,s19_m199_c1,19.0,199.0,1,0,0.0
389,100,1.0,s19_m199_c1,19.0,199.0,1,0,0.0
390,70-79,0.7799,s19_m199_c3,19.0,199.0,3,0,0.0
391,0-29,0.2789,s0_m299_c3,0.0,299.0,3,0,0.0
392,30-69,0.593,no_voucher,0.0,0.0,0,1,1.1984
393,70-79,0.7612,s9_m249_c3,9.0,249.0,3,0,0.0
394,0-29,0.1452,s0_m199_c1,0.0,199.0,1,0,0.0
395,30-69,0.5331,s19_m199_c3,19.0,199.0,3,0,0.0
396,100,1.0,no_voucher,0.0,0.0,0,0,0.0
